StationCode,Date,Time,Analyte,Result,Units,Method,Depth,Purpose
STTD,6/12/2017,10:30,TOP,0.29,mg/L as P,EPA 365.4 [1]*,0,Normal Sample
STTD,6/12/2017,10:30,TOP,0.28,mg/L as P,EPA 365.4 [1]*,0,Normal Sample
STTD,6/12/2017,10:30,DisSilica,17.4,mg/L,EPA 200.7 (D) [1]*,0,Normal Sample
STTD,6/12/2017,10:30,TSS,68,mg/L,EPA 160.2 [1]*,0,Normal Sample
STTD,6/12/2017,10:30,VSS,7,mg/L,EPA 160.4 [1]*,0,Normal Sample
STTD,6/12/2017,10:30,TDS,343,mg/L,Std Method 2540 C [1]*,0,Normal Sample
STTD,6/12/2017,10:30,TKN,1.1,mg/L as N,EPA 351.2 [1]*,0,Normal Sample
STTD,6/12/2017,10:30,TKN,1,mg/L as N,EPA 351.2 [1]*,0,Normal Sample
LIS,6/12/2017,12:14,DisAmmonia,0.11,mg/L as N,EPA 350.1 [1]*,0,Normal Sample
LIS,6/12/2017,12:14,DisCalcium,33,mg/L,EPA 200.7 (D) [1]*,0,Normal Sample
LIS,6/12/2017,12:14,DisChloride,32,mg/L,EPA 300.0 28d Hold [1]*,0,Normal Sample
LIS,6/12/2017,12:14,DisNitrateNitrite,0.71,mg/L as N,Std Method 4500-NO3-F (28Day) [1]*,0,Normal Sample
LIS,6/12/2017,12:14,TOC,6.8,mg/L as C,EPA 415.1 (T) Ox [PS-3]*,0,Normal Sample
LIS,6/12/2017,12:14,DOC,6.8,mg/L as C,EPA 415.1 (D) Ox [PS-3]*,0,Normal Sample
LIS,6/12/2017,12:14,DON,0.8,mg/L as N,EPA 351.2/EPA 350.1 (Dissolved [1]*,0,Normal Sample
LIS,6/12/2017,12:14,DOP,0.14,mg/L as P,EPA 365.1 (DWR Modified) [1]*,0,Normal Sample
LIS,6/12/2017,12:14,TOP,0.37,mg/L as P,EPA 365.4 [1]*,0,Normal Sample
LIS,6/12/2017,12:14,DisSilica,17.8,mg/L,EPA 200.7 (D) [1]*,0,Normal Sample
LIS,6/12/2017,12:14,TDS,367,mg/L,Std Method 2540 C [1]*,0,Normal Sample
LIS,6/12/2017,12:14,TSS,72,mg/L,EPA 160.2 [1]*,0,Normal Sample
LIS,6/12/2017,12:14,VSS,7,mg/L,EPA 160.4 [1]*,0,Normal Sample
LIS,6/12/2017,12:14,TDS,368,mg/L,Std Method 2540 C [1]*,0,Normal Sample
LIS,6/12/2017,12:14,TKN,1.3,mg/L as N,EPA 351.2 [1]*,0,Normal Sample
SHR,6/13/2017,8:15,DisAmmonia,0.01,mg/L as N,EPA 350.1 [1]*,0,Normal Sample
SHR,6/13/2017,8:15,DisCalcium,9,mg/L,EPA 200.7 (D) [1]*,0,Normal Sample
SHR,6/13/2017,8:15,DisChloride,3,mg/L,EPA 300.0 28d Hold [1]*,0,Normal Sample
SHR,6/13/2017,8:15,DisChloride,3,mg/L,EPA 300.0 28d Hold [1]*,0,Normal Sample
SHR,6/13/2017,8:15,DisNitrateNitrite,0.1,mg/L as N,Std Method 4500-NO3-F (28Day) [1]*,0,Normal Sample
SHR,6/13/2017,8:15,DOC,1.9,mg/L as C,EPA 415.1 (D) Ox [PS-3]*,0,Normal Sample
SHR,6/13/2017,8:15,TOC,1.9,mg/L as C,EPA 415.1 (T) Ox [PS-3]*,0,Normal Sample
SHR,6/13/2017,8:15,DON,0.4,mg/L as N,EPA 351.2/EPA 350.1 (Dissolved [1]*,0,Normal Sample
SHR,6/13/2017,8:15,DOP,0.02,mg/L as P,EPA 365.1 (DWR Modified) [1]*,0,Normal Sample
SHR,6/13/2017,8:15,TOP,0.04,mg/L as P,EPA 365.4 [1]*,0,Normal Sample
SHR,6/13/2017,8:15,DisSilica,15.7,mg/L,EPA 200.7 (D) [1]*,0,Normal Sample
SHR,6/13/2017,8:15,TDS,69,mg/L,Std Method 2540 C [1]*,0,Normal Sample
SHR,6/13/2017,8:15,VSS,4,mg/L,EPA 160.4 [1]*,0,Normal Sample
SHR,6/13/2017,8:15,VSS,4,mg/L,EPA 160.4 [1]*,0,Normal Sample
SHR,6/13/2017,8:15,TSS,30,mg/L,EPA 160.2 [1]*,0,Normal Sample
SHR,6/13/2017,8:15,TSS,31,mg/L,EPA 160.2 [1]*,0,Normal Sample
SHR,6/13/2017,8:15,TKN,0.2,mg/L as N,EPA 351.2 [1]*,0,Normal Sample
LIS,6/21/2017,9:12,DisAmmonia,0.1,mg/L as N,EPA 350.1 [1]*,0,Normal Sample
LIS,6/21/2017,9:12,DisCalcium,29,mg/L,EPA 200.7 (D) [1]*,0,Normal Sample
LIS,6/21/2017,9:12,DisChloride,27,mg/L,EPA 300.0 28d Hold [1]*,0,Normal Sample
LIS,6/21/2017,9:12,DisChloride,27,mg/L,EPA 300.0 28d Hold [1]*,0,Normal Sample
LIS,6/21/2017,9:12,DisNitrateNitrite,0.32,mg/L as N,Std Method 4500-NO3-F (28Day) [1]*,0,Normal Sample
LIS,6/21/2017,9:12,DOC,6.1,mg/L as C,EPA 415.1 (D) Ox [PS-3]*,0,Normal Sample
LIS,6/21/2017,9:12,TOC,6.5,mg/L as C,EPA 415.1 (T) Ox [PS-3]*,0,Normal Sample
LIS,6/21/2017,9:12,DON,0.6,mg/L as N,EPA 351.2/EPA 350.1 (Dissolved [1]*,0,Normal Sample
LIS,6/21/2017,9:12,DOP,0.23,mg/L as P,EPA 365.1 (DWR Modified) [1]*,0,Normal Sample
LIS,6/21/2017,9:12,TOP,0.28,mg/L as P,EPA 365.4 [1]*,0,Normal Sample
LIS,6/21/2017,9:12,DisSilica,16.8,mg/L,EPA 200.7 (D) [1]*,0,Normal Sample
LIS,6/21/2017,9:12,TDS,333,mg/L,Std Method 2540 C [1]*,0,Normal Sample
LIS,6/21/2017,9:12,VSS,13,mg/L,EPA 160.4 [1]*,0,Normal Sample
LIS,6/21/2017,9:12,VSS,13,mg/L,EPA 160.4 [1]*,0,Normal Sample
LIS,6/21/2017,9:12,TSS,78,mg/L,EPA 160.2 [1]*,0,Normal Sample
LIS,6/21/2017,9:12,TSS,78,mg/L,EPA 160.2 [1]*,0,Normal Sample
LIS,6/21/2017,9:12,TKN,1,mg/L as N,EPA 351.2 [1]*,0,Normal Sample
SHR,6/27/2017,8:56,DisAmmonia,0.01,mg/L as N,EPA 350.1 [1]*,0,Normal Sample
SHR,6/27/2017,8:56,DisCalcium,8,mg/L,EPA 200.7 (D) [1]*,0,Normal Sample
SHR,6/27/2017,8:56,DisChloride,3,mg/L,EPA 300.0 28d Hold [1]*,0,Normal Sample
SHR,6/27/2017,8:56,DisChloride,3,mg/L,EPA 300.0 28d Hold [1]*,0,Normal Sample
SHR,6/27/2017,8:56,DisNitrateNitrite,0.08,mg/L as N,Std Method 4500-NO3-F (28Day) [1]*,0,Normal Sample
SHR,6/27/2017,8:56,DOC,1.5,mg/L as C,EPA 415.1 (D) Ox [PS-3]*,0,Normal Sample
SHR,6/27/2017,8:56,TOC,1.6,mg/L as C,EPA 415.1 (T) Ox [PS-3]*,0,Normal Sample
SHR,6/27/2017,8:56,DON,< R.L.,mg/L as N,EPA 351.2/EPA 350.1 (Dissolved [1]*,0,Normal Sample
SHR,6/27/2017,8:56,DOP,0.03,mg/L as P,EPA 365.1 (DWR Modified) [1]*,0,Normal Sample
SHR,6/27/2017,8:56,TOP,< R.L.,mg/L as P,EPA 365.4 [1]*,0,Normal Sample
SHR,6/27/2017,8:56,DisSilica,14.8,mg/L,EPA 200.7 (D) [1]*,0,Normal Sample
SHR,6/27/2017,8:56,TDS,54,mg/L,Std Method 2540 C [1]*,0,Normal Sample
SHR,6/27/2017,8:56,VSS,1,mg/L,EPA 160.4 [1]*,0,Normal Sample
SHR,6/27/2017,8:56,VSS,1,mg/L,EPA 160.4 [1]*,0,Normal Sample
SHR,6/27/2017,8:56,TSS,7,mg/L,EPA 160.2 [1]*,0,Normal Sample
SHR,6/27/2017,8:56,TSS,7,mg/L,EPA 160.2 [1]*,0,Normal Sample
SHR,6/27/2017,8:56,TKN,< R.L.,mg/L as N,EPA 351.2 [1]*,0,Normal Sample
LIS,6/28/2017,9:25,DisAmmonia,0.18,mg/L as N,EPA 350.1 [1]*,1,Normal Sample
LIS,6/28/2017,9:25,DisCalcium,31,mg/L,EPA 200.7 (D) [1]*,1,Normal Sample
LIS,6/28/2017,9:25,DisChloride,32,mg/L,EPA 300.0 28d Hold [1]*,1,Normal Sample
LIS,6/28/2017,9:25,DisNitrateNitrite,0.55,mg/L as N,Std Method 4500-NO3-F (28Day) [1]*,1,Normal Sample
LIS,6/28/2017,9:25,TOC,8,mg/L as C,EPA 415.1 (T) Ox [PS-3]*,1,Normal Sample
LIS,6/28/2017,9:25,DOC,6.1,mg/L as C,EPA 415.1 (D) Ox [PS-3]*,1,Normal Sample
LIS,6/28/2017,9:25,DON,0.6,mg/L as N,EPA 351.2/EPA 350.1 (Dissolved [1]*,1,Normal Sample
LIS,6/28/2017,9:25,DOP,0.17,mg/L as P,EPA 365.1 (DWR Modified) [1]*,1,Normal Sample
LIS,6/28/2017,9:25,TOP,0.29,mg/L as P,EPA 365.4 [1]*,1,Normal Sample
LIS,6/28/2017,9:25,DisSilica,16.2,mg/L,EPA 200.7 (D) [1]*,1,Normal Sample
LIS,6/28/2017,9:25,TDS,358,mg/L,Std Method 2540 C [1]*,1,Normal Sample
LIS,6/28/2017,9:25,TSS,77,mg/L,EPA 160.2 [1]*,1,Normal Sample
LIS,6/28/2017,9:25,VSS,10,mg/L,EPA 160.4 [1]*,1,Normal Sample
LIS,6/28/2017,9:25,TKN,1.1,mg/L as N,EPA 351.2 [1]*,1,Normal Sample
STTD,6/28/2017,11:33,DisAmmonia,0.03,mg/L as N,EPA 350.1 [1]*,1,Normal Sample
STTD,6/28/2017,11:33,DisCalcium,16,mg/L,EPA 200.7 (D) [1]*,1,Normal Sample
STTD,6/28/2017,11:33,DisChloride,18,mg/L,EPA 300.0 28d Hold [1]*,1,Normal Sample
STTD,6/28/2017,11:33,DisChloride,18,mg/L,EPA 300.0 28d Hold [1]*,1,Normal Sample
STTD,6/28/2017,11:33,DisNitrateNitrite,0.08,mg/L as N,Std Method 4500-NO3-F (28Day) [1]*,1,Normal Sample
STTD,6/28/2017,11:33,DOC,4.4,mg/L as C,EPA 415.1 (D) Ox [PS-3]*,1,Normal Sample
STTD,6/28/2017,11:33,TOC,4.6,mg/L as C,EPA 415.1 (T) Ox [PS-3]*,1,Normal Sample
STTD,6/28/2017,11:33,DON,0.3,mg/L as N,EPA 351.2/EPA 350.1 (Dissolved [1]*,1,Normal Sample
STTD,6/28/2017,11:33,DOP,0.14,mg/L as P,EPA 365.1 (DWR Modified) [1]*,1,Normal Sample
STTD,6/28/2017,11:33,TOP,0.17,mg/L as P,EPA 365.4 [1]*,1,Normal Sample
STTD,6/28/2017,11:33,DisSilica,9.6,mg/L,EPA 200.7 (D) [1]*,1,Normal Sample
STTD,6/28/2017,11:33,TSS,37,mg/L,EPA 160.2 [1]*,1,Normal Sample
STTD,6/28/2017,11:33,VSS,6,mg/L,EPA 160.4 [1]*,1,Normal Sample
STTD,6/28/2017,11:33,TDS,185,mg/L,Std Method 2540 C [1]*,1,Normal Sample
STTD,6/28/2017,11:33,TKN,0.6,mg/L as N,EPA 351.2 [1]*,1,Normal Sample
LIS,7/6/2017,11:38,DisAmmonia,0.07,mg/L as N,EPA 350.1 [1]*,1,Normal Sample
LIS,7/6/2017,11:38,DisCalcium,33,mg/L,EPA 200.7 (D) [1]*,1,Normal Sample
LIS,7/6/2017,11:38,DisChloride,37,mg/L,EPA 300.0 28d Hold [1]*,1,Normal Sample
LIS,7/6/2017,11:38,DisChloride,37,mg/L,EPA 300.0 28d Hold [1]*,1,Normal Sample
LIS,7/6/2017,11:38,DisNitrateNitrite,0.65,mg/L as N,Std Method 4500-NO3-F (28Day) [1]*,1,Normal Sample
LIS,7/6/2017,11:38,TOC,6.8,mg/L as C,EPA 415.1 (T) Ox [PS-3]*,1,Normal Sample
LIS,7/6/2017,11:38,DOC,6.4,mg/L as C,EPA 415.1 (D) Ox [PS-3]*,1,Normal Sample
LIS,7/6/2017,11:38,DON,0.7,mg/L as N,EPA 351.2/EPA 350.1 (Dissolved [1]*,1,Normal Sample
LIS,7/6/2017,11:38,DOP,0.15,mg/L as P,EPA 365.1 (DWR Modified) [1]*,1,Normal Sample
LIS,7/6/2017,11:38,TOP,0.31,mg/L as P,EPA 365.4 [1]*,1,Normal Sample
LIS,7/6/2017,11:38,TOP,0.3,mg/L as P,EPA 365.4 [1]*,1,Normal Sample
LIS,7/6/2017,11:38,DisSilica,13.4,mg/L,EPA 200.7 (D) [1]*,1,Normal Sample
LIS,7/6/2017,11:38,TDS,404,mg/L,Std Method 2540 C [1]*,1,Normal Sample
LIS,7/6/2017,11:38,TSS,69,mg/L,EPA 160.2 [1]*,1,Normal Sample
LIS,7/6/2017,11:38,VSS,9,mg/L,EPA 160.4 [1]*,1,Normal Sample
LIS,7/6/2017,11:38,TKN,1.3,mg/L as N,EPA 351.2 [1]*,1,Normal Sample
LIS,7/6/2017,11:38,TKN,1.2,mg/L as N,EPA 351.2 [1]*,1,Normal Sample
STTD,7/6/2017,12:35,DisAmmonia,0.05,mg/L as N,EPA 350.1 [1]*,1,Normal Sample
STTD,7/6/2017,12:35,DisCalcium,19,mg/L,EPA 200.7 (D) [1]*,1,Normal Sample
STTD,7/6/2017,12:35,DisChloride,19,mg/L,EPA 300.0 28d Hold [1]*,1,Normal Sample
STTD,7/6/2017,12:35,DisNitrateNitrite,0.35,mg/L as N,Std Method 4500-NO3-F (28Day) [1]*,1,Normal Sample
STTD,7/6/2017,12:35,TOC,5.1,mg/L as C,EPA 415.1 (T) Ox [PS-3]*,1,Normal Sample
STTD,7/6/2017,12:35,DOC,4.7,mg/L as C,EPA 415.1 (D) Ox [PS-3]*,1,Normal Sample
STTD,7/6/2017,12:35,DON,0.6,mg/L as N,EPA 351.2/EPA 350.1 (Dissolved [1]*,1,Normal Sample
STTD,7/6/2017,12:35,DOP,0.19,mg/L as P,EPA 365.1 (DWR Modified) [1]*,1,Normal Sample
STTD,7/6/2017,12:35,TOP,0.25,mg/L as P,EPA 365.4 [1]*,1,Normal Sample
STTD,7/6/2017,12:35,DisSilica,11.8,mg/L,EPA 200.7 (D) [1]*,1,Normal Sample
STTD,7/6/2017,12:35,TDS,223,mg/L,Std Method 2540 C [1]*,1,Normal Sample
STTD,7/6/2017,12:35,TSS,56,mg/L,EPA 160.2 [1]*,1,Normal Sample
STTD,7/6/2017,12:35,VSS,5,mg/L,EPA 160.4 [1]*,1,Normal Sample
STTD,7/6/2017,12:35,TKN,0.6,mg/L as N,EPA 351.2 [1]*,1,Normal Sample
LIS,7/13/2017,11:35,DisAmmonia,0.07,mg/L as N,EPA 350.1 [1]*,1,Normal Sample
LIS,7/13/2017,11:35,DisCalcium,30,mg/L,EPA 200.7 (D) [1]*,1,Normal Sample
LIS,7/13/2017,11:35,DisChloride,33,mg/L,EPA 300.0 28d Hold [1]*,1,Normal Sample
LIS,7/13/2017,11:35,DisNitrateNitrite,0.58,mg/L as N,Std Method 4500-NO3-F (28Day) [1]*,1,Normal Sample
LIS,7/13/2017,11:35,TOC,6,mg/L as C,EPA 415.1 (T) Ox [PS-3]*,1,Normal Sample
LIS,7/13/2017,11:35,DOC,6.6,mg/L as C,EPA 415.1 (D) Ox [PS-3]*,1,Normal Sample
LIS,7/13/2017,11:35,DON,0.5,mg/L as N,EPA 351.2/EPA 350.1 (Dissolved [1]*,1,Normal Sample
LIS,7/13/2017,11:35,DOP,0.17,mg/L as P,EPA 365.1 (DWR Modified) [1]*,1,Normal Sample
LIS,7/13/2017,11:35,TOP,0.33,mg/L as P,EPA 365.4 [1]*,1,Normal Sample
LIS,7/13/2017,11:35,DisSilica,14.7,mg/L,EPA 200.7 (D) [1]*,1,Normal Sample
LIS,7/13/2017,11:35,TDS,378,mg/L,Std Method 2540 C [1]*,1,Normal Sample
LIS,7/13/2017,11:35,TSS,83,mg/L,EPA 160.2 [1]*,1,Normal Sample
LIS,7/13/2017,11:35,VSS,13,mg/L,EPA 160.4 [1]*,1,Normal Sample
LIS,7/13/2017,11:35,TKN,1.1,mg/L as N,EPA 351.2 [1]*,1,Normal Sample
STTD,7/13/2017,12:35,DisAmmonia,0.03,mg/L as N,EPA 350.1 [1]*,1,Normal Sample
STTD,7/13/2017,12:35,DisCalcium,13,mg/L,EPA 200.7 (D) [1]*,1,Normal Sample
STTD,7/13/2017,12:35,DisChloride,11,mg/L,EPA 300.0 28d Hold [1]*,1,Normal Sample
STTD,7/13/2017,12:35,DisNitrateNitrite,0.06,mg/L as N,Std Method 4500-NO3-F (28Day) [1]*,1,Normal Sample
STTD,7/13/2017,12:35,DOC,3.4,mg/L as C,EPA 415.1 (D) Ox [PS-3]*,1,Normal Sample
STTD,7/13/2017,12:35,TOC,3.4,mg/L as C,EPA 415.1 (T) Ox [PS-3]*,1,Normal Sample
STTD,7/13/2017,12:35,DON,0.3,mg/L as N,EPA 351.2/EPA 350.1 (Dissolved [1]*,1,Normal Sample
STTD,7/13/2017,12:35,DOP,0.13,mg/L as P,EPA 365.1 (DWR Modified) [1]*,1,Normal Sample
STTD,7/13/2017,12:35,TOP,0.19,mg/L as P,EPA 365.4 [1]*,1,Normal Sample
STTD,7/13/2017,12:35,DisSilica,10.3,mg/L,EPA 200.7 (D) [1]*,1,Normal Sample
STTD,7/13/2017,12:35,TSS,33,mg/L,EPA 160.2 [1]*,1,Normal Sample
STTD,7/13/2017,12:35,VSS,4,mg/L,EPA 160.4 [1]*,1,Normal Sample
STTD,7/13/2017,12:35,TDS,140,mg/L,Std Method 2540 C [1]*,1,Normal Sample
STTD,7/13/2017,12:35,TKN,0.4,mg/L as N,EPA 351.2 [1]*,1,Normal Sample
SHR,7/18/2017,8:45,DisAmmonia,0.02,mg/L as N,EPA 350.1 [1]*,0,Normal Sample
SHR,7/18/2017,8:45,DisCalcium,9,mg/L,EPA 200.7 (D) [1]*,0,Normal Sample
SHR,7/18/2017,8:45,DisChloride,3,mg/L,EPA 300.0 28d Hold [1]*,0,Normal Sample
SHR,7/18/2017,8:45,DisNitrateNitrite,0.06,mg/L as N,Std Method 4500-NO3-F (28Day) [1]*,0,Normal Sample
SHR,7/18/2017,8:45,DOC,1.8,mg/L as C,EPA 415.1 (D) Ox [PS-3]*,0,Normal Sample
SHR,7/18/2017,8:45,TOC,1.8,mg/L as C,EPA 415.1 (T) Ox [PS-3]*,0,Normal Sample
SHR,7/18/2017,8:45,DON,< R.L.,mg/L as N,EPA 351.2/EPA 350.1 (Dissolved [1]*,0,Normal Sample
SHR,7/18/2017,8:45,DOP,0.03,mg/L as P,EPA 365.1 (DWR Modified) [1]*,0,Normal Sample
SHR,7/18/2017,8:45,TOP,0.03,mg/L as P,EPA 365.4 [1]*,0,Normal Sample
SHR,7/18/2017,8:45,DisSilica,15.2,mg/L,EPA 200.7 (D) [1]*,0,Normal Sample
SHR,7/18/2017,8:45,TDS,63,mg/L,Std Method 2540 C [1]*,0,Normal Sample
SHR,7/18/2017,8:45,VSS,2,mg/L,EPA 160.4 [1]*,0,Normal Sample
SHR,7/18/2017,8:45,VSS,2,mg/L,EPA 160.4 [1]*,0,Normal Sample
SHR,7/18/2017,8:45,TSS,13,mg/L,EPA 160.2 [1]*,0,Normal Sample
SHR,7/18/2017,8:45,TSS,13,mg/L,EPA 160.2 [1]*,0,Normal Sample
SHR,7/18/2017,8:45,TKN,0.1,mg/L as N,EPA 351.2 [1]*,0,Normal Sample
LIS,7/19/2017,8:34,DisAmmonia,0.09,mg/L as N,EPA 350.1 [1]*,1,Normal Sample
LIS,7/19/2017,8:34,DisCalcium,20,mg/L,EPA 200.7 (D) [1]*,1,Normal Sample
LIS,7/19/2017,8:34,DisChloride,21,mg/L,EPA 300.0 28d Hold [1]*,1,Normal Sample
LIS,7/19/2017,8:34,DisNitrateNitrite,0.34,mg/L as N,Std Method 4500-NO3-F (28Day) [1]*,1,Normal Sample
LIS,7/19/2017,8:34,DOC,4.4,mg/L as C,EPA 415.1 (D) Ox [PS-3]*,1,Normal Sample
LIS,7/19/2017,8:34,TOC,4.4,mg/L as C,EPA 415.1 (T) Ox [PS-3]*,1,Normal Sample
LIS,7/19/2017,8:34,DON,0.2,mg/L as N,EPA 351.2/EPA 350.1 (Dissolved [1]*,1,Normal Sample
LIS,7/19/2017,8:34,DOP,0.19,mg/L as P,EPA 365.1 (DWR Modified) [1]*,1,Normal Sample
LIS,7/19/2017,8:34,TOP,0.29,mg/L as P,EPA 365.4 [1]*,1,Normal Sample
LIS,7/19/2017,8:34,TOP,0.29,mg/L as P,EPA 365.4 [1]*,1,Normal Sample
LIS,7/19/2017,8:34,DisSilica,12.5,mg/L,EPA 200.7 (D) [1]*,1,Normal Sample
LIS,7/19/2017,8:34,TSS,107,mg/L,EPA 160.2 [1]*,1,Normal Sample
LIS,7/19/2017,8:34,VSS,15,mg/L,EPA 160.4 [1]*,1,Normal Sample
LIS,7/19/2017,8:34,TDS,232,mg/L,Std Method 2540 C [1]*,1,Normal Sample
LIS,7/19/2017,8:34,TKN,0.7,mg/L as N,EPA 351.2 [1]*,1,Normal Sample
LIS,7/19/2017,8:34,TKN,0.7,mg/L as N,EPA 351.2 [1]*,1,Normal Sample
STTD,7/19/2017,10:10,DisAmmonia,0.03,mg/L as N,EPA 350.1 [1]*,1,Normal Sample
STTD,7/19/2017,10:10,DisCalcium,13,mg/L,EPA 200.7 (D) [1]*,1,Normal Sample
STTD,7/19/2017,10:10,DisChloride,12,mg/L,EPA 300.0 28d Hold [1]*,1,Normal Sample
STTD,7/19/2017,10:10,DisNitrateNitrite,0.07,mg/L as N,Std Method 4500-NO3-F (28Day) [1]*,1,Normal Sample
STTD,7/19/2017,10:10,TOC,3.4,mg/L as C,EPA 415.1 (T) Ox [PS-3]*,1,Normal Sample
STTD,7/19/2017,10:10,DOC,3.4,mg/L as C,EPA 415.1 (D) Ox [PS-3]*,1,Normal Sample
STTD,7/19/2017,10:10,DON,0.2,mg/L as N,EPA 351.2/EPA 350.1 (Dissolved [1]*,1,Normal Sample
STTD,7/19/2017,10:10,DOP,0.15,mg/L as P,EPA 365.1 (DWR Modified) [1]*,1,Normal Sample
STTD,7/19/2017,10:10,TOP,0.19,mg/L as P,EPA 365.4 [1]*,1,Normal Sample
STTD,7/19/2017,10:10,DisSilica,10.7,mg/L,EPA 200.7 (D) [1]*,1,Normal Sample
STTD,7/19/2017,10:10,TDS,131,mg/L,Std Method 2540 C [1]*,1,Normal Sample
STTD,7/19/2017,10:10,TSS,40,mg/L,EPA 160.2 [1]*,1,Normal Sample
STTD,7/19/2017,10:10,VSS,5,mg/L,EPA 160.4 [1]*,1,Normal Sample
STTD,7/19/2017,10:10,TKN,0.3,mg/L as N,EPA 351.2 [1]*,1,Normal Sample
STTD,7/27/2017,12:02,DisAmmonia,0.02,mg/L as N,EPA 350.1 [1]*,1,Normal Sample
STTD,7/27/2017,12:02,DisCalcium,11,mg/L,EPA 200.7 (D) [1]*,1,Normal Sample
STTD,7/27/2017,12:02,DisChloride,10,mg/L,EPA 300.0 28d Hold [1]*,1,Normal Sample
STTD,7/27/2017,12:02,DisNitrateNitrite,0.04,mg/L as N,Std Method 4500-NO3-F (28Day) [1]*,1,Normal Sample
STTD,7/27/2017,12:02,DOC,3.4,mg/L as C,EPA 415.1 (D) Ox [PS-3]*,1,Normal Sample
STTD,7/27/2017,12:02,TOC,3.7,mg/L as C,EPA 415.1 (T) Ox [PS-3]*,1,Normal Sample
STTD,7/27/2017,12:02,DON,0.2,mg/L as N,EPA 351.2/EPA 350.1 (Dissolved [1]*,1,Normal Sample
STTD,7/27/2017,12:02,DOP,0.14,mg/L as P,EPA 365.1 (DWR Modified) [1]*,1,Normal Sample
STTD,7/27/2017,12:02,TOP,0.14,mg/L as P,EPA 365.4 [1]*,1,Normal Sample
STTD,7/27/2017,12:02,DisSilica,12,mg/L,EPA 200.7 (D) [1]*,1,Normal Sample
STTD,7/27/2017,12:02,TSS,23,mg/L,EPA 160.2 [1]*,1,Normal Sample
STTD,7/27/2017,12:02,VSS,3,mg/L,EPA 160.4 [1]*,1,Normal Sample
STTD,7/27/2017,12:02,TDS,110,mg/L,Std Method 2540 C [1]*,1,Normal Sample
STTD,7/27/2017,12:02,TKN,0.3,mg/L as N,EPA 351.2 [1]*,1,Normal Sample
LIS,7/27/2017,12:41,DisAmmonia,0.05,mg/L as N,EPA 350.1 [1]*,1,Normal Sample
LIS,7/27/2017,12:41,DisCalcium,19,mg/L,EPA 200.7 (D) [1]*,1,Normal Sample
LIS,7/27/2017,12:41,DisChloride,21,mg/L,EPA 300.0 28d Hold [1]*,1,Normal Sample
LIS,7/27/2017,12:41,DisNitrateNitrite,0.3,mg/L as N,Std Method 4500-NO3-F (28Day) [1]*,1,Normal Sample
LIS,7/27/2017,12:41,DOC,4.9,mg/L as C,EPA 415.1 (D) Ox [PS-3]*,1,Normal Sample
LIS,7/27/2017,12:41,TOC,5.4,mg/L as C,EPA 415.1 (T) Ox [PS-3]*,1,Normal Sample
LIS,7/27/2017,12:41,DON,0.4,mg/L as N,EPA 351.2/EPA 350.1 (Dissolved [1]*,1,Normal Sample
LIS,7/27/2017,12:41,DOP,0.18,mg/L as P,EPA 365.1 (DWR Modified) [1]*,1,Normal Sample
LIS,7/27/2017,12:41,TOP,0.22,mg/L as P,EPA 365.4 [1]*,1,Normal Sample
LIS,7/27/2017,12:41,DisSilica,13.4,mg/L,EPA 200.7 (D) [1]*,1,Normal Sample
LIS,7/27/2017,12:41,TSS,90,mg/L,EPA 160.2 [1]*,1,Normal Sample
LIS,7/27/2017,12:41,VSS,17,mg/L,EPA 160.4 [1]*,1,Normal Sample
LIS,7/27/2017,12:41,TDS,225,mg/L,Std Method 2540 C [1]*,1,Normal Sample
LIS,7/27/2017,12:41,TKN,0.6,mg/L as N,EPA 351.2 [1]*,1,Normal Sample
SHR,8/1/2017,8:55,DisAmmonia,0.02,mg/L as N,EPA 350.1 [1]*,0,Normal Sample
SHR,8/1/2017,8:55,DisCalcium,9,mg/L,EPA 200.7 (D) [1]*,0,Normal Sample
SHR,8/1/2017,8:55,DisChloride,2,mg/L,EPA 300.0 28d Hold [1]*,0,Normal Sample
SHR,8/1/2017,8:55,DisNitrateNitrite,0.02,mg/L as N,Std Method 4500-NO3-F (28Day) [1]*,0,Normal Sample
SHR,8/1/2017,8:55,DOC,1.6,mg/L as C,EPA 415.1 (D) Ox [PS-3]*,0,Normal Sample
SHR,8/1/2017,8:55,TOC,1.7,mg/L as C,EPA 415.1 (T) Ox [PS-3]*,0,Normal Sample
SHR,8/1/2017,8:55,DON,< R.L.,mg/L as N,EPA 351.2/EPA 350.1 (Dissolved [1]*,0,Normal Sample
SHR,8/1/2017,8:55,DOP,0.03,mg/L as P,EPA 365.1 (DWR Modified) [1]*,0,Normal Sample
SHR,8/1/2017,8:55,TOP,0.03,mg/L as P,EPA 365.4 [1]*,0,Normal Sample
SHR,8/1/2017,8:55,DisSilica,15.3,mg/L,EPA 200.7 (D) [1]*,0,Normal Sample
SHR,8/1/2017,8:55,TSS,16,mg/L,EPA 160.2 [1]*,0,Normal Sample
SHR,8/1/2017,8:55,VSS,3,mg/L,EPA 160.4 [1]*,0,Normal Sample
SHR,8/1/2017,8:55,TDS,73,mg/L,Std Method 2540 C [1]*,0,Normal Sample
SHR,8/1/2017,8:55,TKN,0.1,mg/L as N,EPA 351.2 [1]*,0,Normal Sample
LIS,8/2/2017,8:51,DisAmmonia,0.07,mg/L as N,EPA 350.1 [1]*,1,Normal Sample
